,FOR,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,publication_ids,times_cited,title,year
129,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9090500-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy']",2015-07-28,['pub.1014063041'],9,Articles including anticondensation coatings and/or methods of making the same,2014
130,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'LEMMER JEAN-MARC', 'MURPHY NESTOR P', 'MCLEAN DAVID D', 'BLACKER RICHARD', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2013.0,US-8524337-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy', 'David D. McLean', 'Richard Blacker']",2013-09-03,['pub.1014063041'],27,Heat treated coated article having glass substrate(s) and indium-tin-oxide (ITO) inclusive coating,2010
131,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Europe SARL', 'Guardian Glass LLC', 'LEMMER JEAN-MARC', 'MURPHY NESTOR P', 'MCLEAN DAVID D', 'BLACKER RICHARD', 'LAGE HERBERT', 'FERREIRA JOSE', 'PALLOTTA PIERRE', 'GUARDIAN INDUSTRIES', 'CT LUXEMBOURGEOIS RECH VERRE']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2014.0,US-8834976-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy', 'David D. McLean', 'Richard Blacker', 'Herbert Lage', 'Jose Ferreira', 'Pierre Pallotta']",2014-09-16,['pub.1014063041'],12,Articles including anticondensation and/or low-E coatings and/or methods of making the same,2011
132,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN GLASS LLC']",,Grant,2018.0,US-9873632-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy']",2018-01-23,['pub.1014063041'],1,Articles including anticondensation coatings and/or methods of making the same,2017
133,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9353000-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy']",2016-05-31,['pub.1014063041'],4,Articles including anticondensation coatings and/or methods of making the same,2015
134,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9266773-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy', 'David D. McLean', 'Richard Blacker']",2016-02-23,['pub.1014063041'],5,Articles including anticondensation and/or low-E coatings and/or methods of making the same,2014
135,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN GLASS LLC']",,Grant,2018.0,US-10072456-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy', 'David D. McLean', 'Richard Blacker']",2018-09-11,"['pub.1014063041', 'pub.1058006110']",0,Articles including anticondensation and/or low-E coatings and/or methods of making the same,2017
136,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'LEMMER JEAN-MARC', 'MURPHY NESTOR P', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2012.0,US-8293344-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy']",2012-10-23,['pub.1014063041'],43,Articles including anticondensation coatings and/or methods of making the same,2010
137,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'MAIKOWSKI DAVID P', 'MCLEAN DAVID D', 'BOURQUE TIMOTHY', 'HOBBS CHRISTOPHER', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-8939606-B2,"['David P. Maikowski', 'David D. McLean', 'Timothy Bourque', 'Christopher Hobbs']",2015-01-27,['pub.1014063041'],5,"Heatable lens for luminaires, and/or methods of making the same",2012
138,"[{'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}, {'id': '2837', 'name': '0903 Biomedical Engineering'}]","[""Children's National Medical Center"", ""CHILDREN'S NAT MEDICAL CENTER""]","[{'id': 'grid.412675.3', 'name': 'University of Oklahoma Medical Center', 'country_name': 'United States'}, {'id': 'grid.410332.7', 'name': 'Durham VA Medical Center', 'country_name': 'United States'}, {'id': 'grid.239560.b', 'acronym': 'CNMC', 'name': 'Children’s National Health System', 'country_name': 'United States'}]",Grant,2017.0,US-9561183-B2,"['Rohan Fernandes', 'Matthieu F. DUMONT', 'Raymond W. Sze', 'Laurie S. Conklin', 'Hilary A. Hoffman', 'Jyoti K. Jaiswal']",2017-02-07,"['pub.1028040834', 'pub.1025225532', 'pub.1051094493', 'pub.1039190516']",1,Prussian blue-inspired constructs for multimodal imaging and therapy,2014
139,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['DIC Corp', 'DAINIPPON INK & CHEMICALS']","[{'id': 'grid.471202.2', 'name': 'DIC (Japan)', 'country_name': 'Japan'}]",Grant,2016.0,US-9410086-B2,"['Yoshinori Iwashita', 'Hidenari Akiyama', 'Isa Nishiyama']",2016-08-09,"['pub.1050469865', 'pub.1050908103', 'pub.1046205049', 'pub.1045674259', 'pub.1035042968', 'pub.1060839174']",0,Liquid crystal-polymer composite material,2013
140,"[{'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}, {'id': '2837', 'name': '0903 Biomedical Engineering'}]","[""Children's National Medical Center"", 'CHILDRENS NAT MEDICAL CENTER']","[{'id': 'grid.239560.b', 'acronym': 'CNMC', 'name': 'Children’s National Health System', 'country_name': 'United States'}, {'id': 'grid.410332.7', 'name': 'Durham VA Medical Center', 'country_name': 'United States'}, {'id': 'grid.412675.3', 'name': 'University of Oklahoma Medical Center', 'country_name': 'United States'}]",Grant,2018.0,US-9987378-B2,"['Rohan Fernandes', 'Matthieu F. DUMONT', 'Raymond W. Sze', 'Laurie S. Conklin', 'Hilary A. Hoffman', 'Jyoti K. Jaiswal']",2018-06-05,"['pub.1028040834', 'pub.1025225532', 'pub.1051094493', 'pub.1039190516']",0,Prussian blue-inspired constructs for multimodal imaging and therapy,2016
141,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'MCLEAN DAVID D', 'BLACKER RICHARD', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2014.0,US-8815059-B2,"['David D. McLean', 'Richard Blacker']",2014-08-26,['pub.1014063041'],13,System and/or method for heat treating conductive coatings using wavelength-tuned infrared radiation,2010
142,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN GLASS LLC', 'CENTRE LUXEMBOURGEOIS DE RECH POUR LE VERRE ET LA CERAMIQUE S A C R V C', 'GUARDIAN EUROPE S A R L']",,Grant,2018.0,US-9914661-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy', 'David D. McLean', 'Richard Blacker', 'Herbert Lage', 'Jose Ferreira', 'Pierre Pallotta']",2018-03-13,"['pub.1014063041', 'pub.1058006110']",0,Articles including anticondensation and/or low-E coatings and/or methods of making the same,2017
143,"[{'id': '3197', 'name': '1199 Other Medical and Health Sciences'}]",['EATON KEVIN P'],,Application,,US-20050272691-A1,['Kevin Eaton'],2005-12-08,"['pub.1043387004', 'pub.1023155534']",0,Treatment of dermatological conditions,2005
144,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2013.0,US-8445083-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy']",2013-05-21,['pub.1014063041'],20,Articles including anticondensation coatings and/or methods of making the same,2012
145,"[{'id': '2921', 'name': '0912 Materials Engineering'}]","['Guardian Glass LLC', 'GUARDIAN INDUSTRIES']","[{'id': 'grid.471206.6', 'name': 'Guardian Industries (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-8980386-B2,"['Jean-Marc Lemmer', 'Nestor P. Murphy']",2015-03-17,['pub.1014063041'],5,Articles including anticondensation coatings and/or methods of making the same,2013
146,"[{'id': '2837', 'name': '0903 Biomedical Engineering'}]","['Samsung Display Co Ltd', 'SAMSUNG DISPLAY CO LTD']","[{'id': 'grid.419666.a', 'name': 'Samsung (South Korea)', 'country_name': 'South Korea'}]",Grant,2017.0,US-9767745-B2,"['Seung Jun JEONG', 'Yoon Kyung Park', 'Hyun Seung Seo', 'Soo Hee OH', 'Seong Min Cho']",2017-09-19,['pub.1061297054'],0,"Optical modulation device, optical device including the same, and driving method thereof",2015
147,"[{'id': '2921', 'name': '0912 Materials Engineering'}, {'id': '2447', 'name': '0303 Macromolecular and Materials Chemistry'}, {'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]","['UNIV KYUSHU NAT UNIV CORP', 'OSAKA ORGANIC CHEM IND']","[{'id': 'grid.177174.3', 'name': 'Kyushu University', 'country_name': 'Japan'}]",Application,,WO-2013172401-A1,"['菊池\u3000裕嗣', '樋口 博紀', '竹内 勇磨', '奥村 泰志', '松本\u3000純一', '松山 剛知', '幸田 光弘']",2013-11-21,['pub.1032851672'],0,"NOVEL COMPOUND, POLYMERIZABLE LIQUID CRYSTALLINE COMPOUND, MONOMER/LIQUID CRYSTAL MIXTURE, AND POLYMER/LIQUID CRYSTAL COMPOSITE",2013
