,affiliations,corresponding,current_organization_id,first_name,is_bogus,last_name,orcid,researcher_id,pub_id
32351,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,,Larus J,,Gudmundsson,,ur.01357013521.31,pub.1001519781
32353,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,,Arnaldur,,Gylfason,,ur.01061240155.82,pub.1001519781
32354,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,,Sigurjon Axel,,Gudjonsson,,ur.01025022663.19,pub.1001519781
32355,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,grid.4714.6,Hafdis T,,Helgadottir,['0000-0003-4352-152X'],ur.01107340516.68,pub.1001519781
32356,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,grid.421812.c,Adalbjorg,,Jonasdottir,,ur.01023673114.90,pub.1001519781
32357,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,grid.421812.c,Aslaug,,Jonasdottir,,ur.0726475763.17,pub.1001519781
32358,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,,Ari,,Karason,,ur.01107622166.38,pub.1001519781
32360,"[{'name': 'Laboratory of Molecular Genetics, Department of Oral Biology, Faculty of Dentistry, University of Oslo, Oslo, Norway.'}, {'id': 'grid.4905.8', 'name': 'Rudjer Boskovic Institute', 'city': 'Zagreb', 'city_id': 3186886, 'country': 'Croatia', 'country_code': 'HR', 'state': None, 'state_code': None}]",,grid.4905.8,Jelena,,Knežević,,ur.0730431425.16,pub.1001519781
32361,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}, {'id': 'grid.14013.37', 'name': 'University of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}]",,grid.14013.37,Helgi,,Kristjansson,,ur.0712761123.80,pub.1001519781
32362,"[{'id': 'grid.410540.4', 'name': 'National University Hospital of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}]",,grid.410540.4,Mar,,Kristjansson,,ur.01166007470.12,pub.1001519781
32363,"[{'id': 'grid.14013.37', 'name': 'University of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}, {'id': 'grid.410540.4', 'name': 'National University Hospital of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}]",,grid.410540.4,Arthur,,Love,,ur.013310366373.54,pub.1001519781
32365,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,grid.421812.c,Olafur T,,Magnusson,,ur.0743534613.73,pub.1001519781
32366,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,,Patrick,,Sulem,,ur.01075521647.98,pub.1001519781
32367,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,grid.14013.37,Augustine,,Kong,['0000-0001-8193-5438'],ur.010001043302.06,pub.1001519781
32368,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}]",,grid.421812.c,Gisli,,Masson,['0000-0003-0493-8242'],ur.01366065163.97,pub.1001519781
32369,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}, {'id': 'grid.14013.37', 'name': 'University of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}]",,grid.14013.37,Unnur,,Thorsteinsdottir,,ur.01277776417.51,pub.1001519781
32370,"[{'name': 'Laboratory of Molecular Genetics, Department of Oral Biology, Faculty of Dentistry, University of Oslo, Oslo, Norway.'}]",,grid.5510.1,Zlatko,,Dembic,['0000-0002-9970-6497'],ur.01033312467.69,pub.1001519781
32371,"[{'id': 'grid.5335.0', 'name': 'University of Cambridge', 'city': 'Cambridge', 'city_id': 2653941, 'country': 'United Kingdom', 'country_code': 'GB', 'state': None, 'state_code': None}]",,grid.5335.0,Sergey,,Nejentsev,,ur.01334150044.66,pub.1001519781
32372,"[{'name': 'Division of Communicable Disease Prevention and Control, Primary Health Care of the Capital Area, Reykjavik, Iceland.'}]",,,Thorsteinn,,Blondal,,ur.0707035174.46,pub.1001519781
32373,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}, {'id': 'grid.14013.37', 'name': 'University of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}, {'id': 'grid.410540.4', 'name': 'National University Hospital of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}]",,grid.14013.37,Ingileif,,Jonsdottir,,ur.01220643160.06,pub.1001519781
32374,"[{'name': 'deCODE genetics/Amgen Inc., Reykjavik, Iceland.'}, {'id': 'grid.14013.37', 'name': 'University of Iceland', 'city': 'Reykjavik', 'city_id': 3413829, 'country': 'Iceland', 'country_code': 'IS', 'state': None, 'state_code': None}]",,grid.14013.37,Kari,,Stefansson,,ur.0723426172.10,pub.1001519781
32375,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Alexander,,Gusev,['0000-0002-7980-4620'],ur.01047400610.27,pub.1022766702
32376,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.19006.3e,Arthur,,Ko,['0000-0002-1523-7225'],ur.0740677707.60,pub.1022766702
32377,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.19006.3e,Huwenbo,,Shi,,ur.0646207203.54,pub.1022766702
32378,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Gaurav,,Bhatia,,ur.0732251620.10,pub.1022766702
32379,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Wonil,,Chung,['0000-0002-5766-6247'],ur.0744004601.30,pub.1022766702
32380,"[{'id': 'grid.16872.3a', 'name': 'VU University Medical Center', 'city': 'Amsterdam', 'city_id': 2759794, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.16872.3a,Brenda W J H,,Penninx,,ur.011235144537.09,pub.1022766702
32381,"[{'id': 'grid.16872.3a', 'name': 'VU University Medical Center', 'city': 'Amsterdam', 'city_id': 2759794, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.16872.3a,Rick,,Jansen,['0000-0002-3333-6737'],ur.01116161622.29,pub.1022766702
32382,"[{'id': 'grid.12380.38', 'name': 'VU University Amsterdam', 'city': 'Amsterdam', 'city_id': 2759794, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.12380.38,Eco J C,,de Geus,['0000-0001-6022-2666'],ur.015224655437.42,pub.1022766702
32383,"[{'id': 'grid.12380.38', 'name': 'VU University Amsterdam', 'city': 'Amsterdam', 'city_id': 2759794, 'country': 'Netherlands', 'country_code': 'NL', 'state': None, 'state_code': None}]",,grid.12380.38,Dorret I,,Boomsma,['0000-0002-7099-7972'],ur.0610667722.81,pub.1022766702
32384,"[{'id': 'grid.40803.3f', 'name': 'North Carolina State University', 'city': 'Raleigh', 'city_id': 4487042, 'country': 'United States', 'country_code': 'US', 'state': 'North Carolina', 'state_code': 'US-NC'}]",,grid.40803.3f,Fred A,,Wright,,ur.01145130774.66,pub.1022766702
32385,"[{'id': 'grid.10698.36', 'name': 'University of North Carolina at Chapel Hill', 'city': 'Chapel Hill', 'city_id': 4460162, 'country': 'United States', 'country_code': 'US', 'state': 'North Carolina', 'state_code': 'US-NC'}, {'id': 'grid.410711.2', 'name': 'University of North Carolina System', 'city': 'Chapel Hill', 'city_id': 4460162, 'country': 'United States', 'country_code': 'US', 'state': 'North Carolina', 'state_code': 'US-NC'}, {'id': 'grid.4714.6', 'name': 'Karolinska Institute', 'city': 'Stockholm', 'city_id': 2673730, 'country': 'Sweden', 'country_code': 'SE', 'state': None, 'state_code': None}]",,grid.10698.36,Patrick F,,Sullivan,['0000-0002-6619-873X'],ur.015012714437.80,pub.1022766702
32386,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.19006.3e,Elina,,Nikkola,,ur.01273250405.99,pub.1022766702
32387,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.19006.3e,Marcus,,Alvarez,,ur.01007013107.44,pub.1022766702
32388,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.27755.32,Mete,,Civelek,['0000-0002-8141-0284'],ur.0762606447.24,pub.1022766702
32389,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.19006.3e,Aldons J,,Lusis,,ur.07605467557.07,pub.1022766702
32390,"[{'id': 'grid.502801.e', 'name': 'Tampere University', 'city': 'Tampere', 'city_id': 634963, 'country': 'Finland', 'country_code': 'FI', 'state': None, 'state_code': None}]",,grid.502801.e,Terho,,Lehtimäki,,ur.0654341265.88,pub.1022766702
32391,"[{'id': 'grid.502801.e', 'name': 'Tampere University', 'city': 'Tampere', 'city_id': 634963, 'country': 'Finland', 'country_code': 'FI', 'state': None, 'state_code': None}]",,grid.502801.e,Emma,,Raitoharju,,ur.01361341062.20,pub.1022766702
32392,"[{'id': 'grid.502801.e', 'name': 'Tampere University', 'city': 'Tampere', 'city_id': 634963, 'country': 'Finland', 'country_code': 'FI', 'state': None, 'state_code': None}]",,grid.502801.e,Mika,,Kähönen,['0000-0002-4510-7341'],ur.01335473265.62,pub.1022766702
32393,"[{'id': 'grid.502801.e', 'name': 'Tampere University', 'city': 'Tampere', 'city_id': 634963, 'country': 'Finland', 'country_code': 'FI', 'state': None, 'state_code': None}]",,grid.502801.e,Ilkka,,Seppälä,,ur.01044741621.37,pub.1022766702
32394,"[{'id': 'grid.1374.1', 'name': 'University of Turku', 'city': 'Turku', 'city_id': 633679, 'country': 'Finland', 'country_code': 'FI', 'state': None, 'state_code': None}, {'id': 'grid.410552.7', 'name': 'Turku University Hospital', 'city': 'Turku', 'city_id': 633679, 'country': 'Finland', 'country_code': 'FI', 'state': None, 'state_code': None}]",,grid.1374.1,Olli T,,Raitakari,,ur.01267360065.55,pub.1022766702
32395,"[{'name': 'Department of Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland.'}]",,grid.9668.1,Johanna,,Kuusisto,,ur.0734135057.55,pub.1022766702
32396,"[{'name': 'Department of Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland.'}]",,grid.9668.1,Markku,,Laakso,,ur.01052255145.04,pub.1022766702
32397,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Alkes L,,Price,,ur.01342616137.05,pub.1022766702
32398,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.19006.3e,Päivi,,Pajukanta,,ur.01070111614.77,pub.1022766702
32399,"[{'id': 'grid.19006.3e', 'name': 'University of California Los Angeles', 'city': 'Los Angeles', 'city_id': 5368361, 'country': 'United States', 'country_code': 'US', 'state': 'California', 'state_code': 'US-CA'}]",,grid.19006.3e,Bogdan,,Pasaniuc,['0000-0002-0227-2056'],ur.0737513674.23,pub.1022766702
32400,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Yonatan H,,Grad,,ur.01214071203.94,pub.1034708342
32401,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.38142.3c,Sarah M,,Fortune,,ur.01016216273.82,pub.1034708342
32402,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'name': ""Dana-Farber/Boston Children's Cancer and Blood Disorders Center, Boston, Massachusetts, USA.""}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Pratiti,,Bandopadhayay,,ur.01017354614.52,pub.1021227875
32403,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Lori A,,Ramkissoon,,ur.0767723420.94,pub.1021227875
32404,"[{'id': 'grid.239552.a', 'name': ""Children's Hospital of Philadelphia"", 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.239552.a,Payal,,Jain,['0000-0002-5914-9083'],ur.010573000765.85,pub.1021227875
32405,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.14925.3b', 'name': 'Institut Gustave Roussy', 'city': 'Villejuif', 'city_id': 2968705, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.65499.37,Guillaume,,Bergthold,,ur.01355353526.23,pub.1021227875
32406,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Jeremiah,,Wala,,ur.01303624731.38,pub.1021227875
32407,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Rhamy,,Zeid,,ur.0773153715.55,pub.1021227875
32408,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Steven E,,Schumacher,,ur.01055166050.55,pub.1021227875
32409,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Laura,,Urbanski,,ur.0664251247.31,pub.1021227875
32410,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Ryan,,O'Rourke,,ur.0732364447.47,pub.1021227875
32411,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,William J,,Gibson,,ur.015137404677.19,pub.1021227875
32412,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Kristine,,Pelton,,ur.0632404173.86,pub.1021227875
32413,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.62560.37', 'name': ""Brigham and Women's Hospital"", 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.2515.3', 'name': ""Boston Children's Hospital"", 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.418158.1,Shakti H,,Ramkissoon,,ur.0665530534.39,pub.1021227875
32414,"[{'id': 'grid.239552.a', 'name': ""Children's Hospital of Philadelphia"", 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.25879.31,Harry J,,Han,,ur.013713464204.16,pub.1021227875
32416,"[{'id': 'grid.239552.a', 'name': ""Children's Hospital of Philadelphia"", 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.239552.a,Namrata,,Choudhari,,ur.010320345627.51,pub.1021227875
32418,"[{'id': 'grid.239552.a', 'name': ""Children's Hospital of Philadelphia"", 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.239552.a,Katie,,Boucher,,ur.013666510353.60,pub.1021227875
32419,"[{'id': 'grid.239552.a', 'name': ""Children's Hospital of Philadelphia"", 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.239552.a,Rosemary E,,Henn,,ur.01156432545.55,pub.1021227875
32420,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Yun Jee,,Kang,,ur.01157350111.19,pub.1021227875
32421,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,David,,Knoff,['0000-0001-6233-2893'],ur.0722370142.53,pub.1021227875
32422,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Brenton R,,Paolella,,ur.01345034516.14,pub.1021227875
32423,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Adrianne,,Gladden-Young,,ur.01124451525.40,pub.1021227875
32424,"[{'id': 'grid.414435.3', 'name': 'Centre Hospitalier Sainte-Anne', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.414435.3,Pascale,,Varlet,['0000-0002-8164-1517'],ur.01030642337.37,pub.1021227875
32425,"[{'id': 'grid.414435.3', 'name': 'Centre Hospitalier Sainte-Anne', 'city': 'Paris', 'city_id': 2988507, 'country': 'France', 'country_code': 'FR', 'state': None, 'state_code': None}]",,grid.414435.3,Melanie,,Pages,,ur.0675572337.13,pub.1021227875
32426,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.62560.37', 'name': ""Brigham and Women's Hospital"", 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.170205.1,Peleg M,,Horowitz,['0000-0002-5177-1783'],ur.01052540053.10,pub.1021227875
32427,"[{'id': 'grid.38142.3c', 'name': 'Harvard University', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Alexander,,Federation,['0000-0002-7771-1148'],ur.01363371170.68,pub.1021227875
32429,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Adam A,,Tracy,,ur.01230514647.84,pub.1021227875
32430,"[{'id': 'grid.66859.34', 'name': 'Broad Institute', 'city': 'Cambridge', 'city_id': 4931972, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.66859.34,Sara,,Seepo,,ur.0714772246.80,pub.1021227875
32431,"[{'id': 'grid.62560.37', 'name': ""Brigham and Women's Hospital"", 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Matthew,,Ducar,,ur.01152121573.21,pub.1021227875
32432,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'city': 'Boston', 'city_id': 4930956, 'country': 'United States', 'country_code': 'US', 'state': 'Massachusetts', 'state_code': 'US-MA'}]",,grid.65499.37,Paul,,Van Hummelen,,ur.0743215060.41,pub.1021227875
32433,"[{'id': 'grid.239552.a', 'name': ""Children's Hospital of Philadelphia"", 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'city_id': 4560349, 'country': 'United States', 'country_code': 'US', 'state': 'Pennsylvania', 'state_code': 'US-PA'}]",,grid.239552.a,Mariarita,,Santi,,ur.016256461457.91,pub.1021227875
