,year,issue,id,pages,type,volume,title,journal.id,journal.title
36073,2012,2,pub.1026471452,293-303,article,158,Effective endogenous gene silencing mediated by pH responsive peptides proceeds via multiple pathways,jour.1096382,Journal of Controlled Release
36100,2012,5,pub.1019170573,763-781,article,69,"Allergic contact dermatitis: epidemiology, molecular mechanisms, in vitro methods and regulatory aspects",jour.1295005,Cellular and Molecular Life Sciences
36123,2012,2,pub.1042002990,168-176,article,5,Cyclic di‐nucleotides: new era for small molecules as adjuvants,jour.1039017,Microbial Biotechnology
36143,2012,3,pub.1028195388,503-511,article,39,Recombinatorial biosynthesis of polyketides,jour.1096599,Journal of Industrial Microbiology & Biotechnology
36148,2012,2,pub.1031730663,67-120,article,22,"Regression testing minimization, selection and prioritization: a survey",jour.1139612,Software Testing Verification and Reliability
36166,2012,3,pub.1015629495,249-256,article,14,Atheroprotective communication between endothelial cells and smooth muscle cells through miRNAs,jour.1021344,Nature Cell Biology
36174,2012,3,pub.1024803815,232-240,article,11,Cognitive and clinical characteristics of patients with amyotrophic lateral sclerosis carrying a C9orf72 repeat expansion: a population-based cohort study,jour.1030586,The Lancet Neurology
36197,2012,3,pub.1051847077,207-218,article,50,Xenopus: An ideal system for chemical genetics,jour.1090439,Genesis
36215,2012,3,pub.1014295450,191-196,article,200,"Love, eye contact and the developmental origins of empathy v. psychopathy",jour.1002368,The British Journal of Psychiatry
36232,2012,3,pub.1061695857,805-815,article,31,Nonrigid Motion Modeling of the Liver from 3-D Undersampled Self-Gated Golden-Radial Phase Encoded MRI,jour.1094287,IEEE Transactions on Medical Imaging
36314,2012,2,pub.1042601777,799-807,article,26,Inhibition of TLR2 promotes graft function in a murine model of renal transplant ischemia-reperfusion injury,jour.1017429,The FASEB Journal
36329,2012,1,pub.1043860306,141-153,article,71,"Effect of interaction between PPARG, PPARA and ADIPOQ gene variants and dietary fatty acids on plasma lipid profile and adiponectin concentration in a large intervention study",jour.1082976,Proceedings of The Nutrition Society
36353,2012,2,pub.1041174291,187-192,article,44,Meta-analysis of genome-wide association studies identifies three new risk loci for atopic dermatitis,jour.1103138,Nature Genetics
36382,2012,2,pub.1040458914,183,article,67,MicroRNAs in lung diseases,jour.1019594,Thorax
36400,2012,2,pub.1033135447,499-509,article,67,Bleomycin‐induced lung injury in mice investigated by MRI: Model assessment for target analysis,jour.1095465,Magnetic Resonance in Medicine
36401,2012,2,pub.1010667228,164-173,article,17,The immunomodulatory drug lenalidomide restores a vitamin D sensitive phenotype to the vitamin D resistant breast cancer cell line MDA-MB-231 through inhibition of BCL-2: potential for breast cancer therapeutics,jour.1117236,Apoptosis
36413,2012,2,pub.1051234090,84-88,article,12,Are snoRNAs and snoRNA host genes new players in cancer?,jour.1029716,Nature Reviews Cancer
36422,2012,2,pub.1038875674,216-224,article,217,Novel roles of complement in T effector cell regulation,jour.1085455,Immunobiology
36440,2012,2,pub.1002320934,195-200,article,9,Bayesian localization microscopy reveals nanoscale podosome dynamics,jour.1033763,Nature Methods
36442,2012,1,pub.1039860485,68-77,article,12,Genome-wide association study of increasing suicidal ideation during antidepressant treatment in the GENDEP project,jour.1027238,The Pharmacogenomics Journal
36455,2012,1,pub.1012443521,93-101,article,201,Activation of MAPK/c-Fos induced responses in oral epithelial cells is specific to Candida albicans and Candida dubliniensis hyphae,jour.1014962,Medical Microbiology and Immunology
36506,2012,2,pub.1034524332,141-168,article,11,"Cognitive dysfunction in psychiatric disorders: characteristics, causes and the quest for improved therapy",jour.1327423,Nature Reviews Drug Discovery
36511,2012,2,pub.1008593902,482-496,article,16,Re-localisation of a biopsy site in endoscopic images and characterisation of its uncertainty,jour.1117349,Medical Image Analysis
36532,2012,1,pub.1050039971,67-73,article,12,Chemokine mediated neuron–glia communication and aberrant signalling in neuropathic pain states,jour.1023872,Current Opinion in Pharmacology
36541,2012,2,pub.1026743636,323-331,article,26,Constitutive activation of STAT3 in Sézary syndrome is independent of SHP-1,jour.1097065,Leukemia
36581,2012,2,pub.1020890470,204-215,article,217,Complement activation as a biomarker for Alzheimer's disease,jour.1085455,Immunobiology
36591,2012,2,pub.1044996439,369-375,article,28,Plasma Transthyretin as a Candidate Marker for Alzheimer's Disease,jour.1119070,Journal of Alzheimer's Disease
36618,2012,2,pub.1014258215,1168-1177,article,287,A Single Autoimmune T Cell Receptor Recognizes More Than a Million Different Peptides*,jour.1077138,Journal of Biological Chemistry
36660,2012,1,pub.1061499614,231-239,article,60,UWB Microwave Imaging of Objects with Canonical Shape,jour.1284594,IEEE Transactions on Antennas and Propagation
36661,2012,1,pub.1061516779,162-174,article,20,On the Design and Implementation of Higher Order Differential Microphones,jour.1320495,IEEE/ACM Transactions on Audio Speech and Language Processing
36677,2012,,pub.1005827371,45-57,article,7,Novel Cardiac-Specific Biomarkers and the Cardiovascular Continuum,jour.1037844,Biomarker Insights
36701,2012,1,pub.1051465946,2-9,article,30,Editorial: Our Top 10 Developments in Stem Cell Biology over the Last 30 Years,jour.1094139,Stem Cells
36713,2012,1,pub.1012527911,49-60,article,19,Corticospinal tract transduction: a comparison of seven adeno-associated viral vector serotypes and a non-integrating lentiviral vector,jour.1105638,Gene Therapy
36714,2012,1,pub.1021123995,36-48,article,17,"Genome-wide association study of major depressive disorder: new results, meta-analysis, and lessons learned",jour.1115540,Molecular Psychiatry
36785,2012,1,pub.1028364953,34-41,article,33,Butyrophilins: an emerging family of immune regulators,jour.1091571,Trends in Immunology
36799,2012,1,pub.1027444913,166-171,article,18,Three-dimensional imaging of the unsectioned adult spinal cord to assess axon regeneration and glial responses after injury,jour.1113716,Nature Medicine
36800,2012,1,pub.1016452070,201-215,article,16,Patient-specific electromechanical models of the heart for the prediction of pacing acute effects in CRT: A preliminary clinical validation,jour.1117349,Medical Image Analysis
36826,2012,1,pub.1010791772,38-49,article,16,Registration of 3D trans-esophageal echocardiography to X-ray fluoroscopy using image-based probe tracking,jour.1117349,Medical Image Analysis
36829,2012,1,pub.1061516793,290-301,article,20,Reliability-Informed Beat Tracking of Musical Signals,jour.1320495,IEEE/ACM Transactions on Audio Speech and Language Processing
36830,2012,1,pub.1002218974,252-264,article,16,Thoracic respiratory motion estimation from MRI using a statistical model and a 2-D image navigator,jour.1117349,Medical Image Analysis
36840,2012,1,pub.1027137524,31-38,article,60,Riluzole elevates GLT-1 activity and levels in striatal astrocytes,jour.1091413,Neurochemistry International
36906,2012,2,pub.1048330409,169-177,article,71,Association Study of Nonsynonymous Single Nucleotide Polymorphisms in Schizophrenia,jour.1012129,Biological Psychiatry
36908,2012,1,pub.1004702619,1-6,article,52,Measuring reactive oxygen and nitrogen species with fluorescent probes: challenges and limitations,jour.1097289,Free Radical Biology and Medicine
36942,2012,1,pub.1023400762,60-103,article,24,Unsupervised Learning of Generative and Discriminative Weights Encoding Elementary Image Components in a Predictive Coding Model of Cortical Function,jour.1108155,Neural Computation
37432,2012,,pub.1040748585,229,article,3,Cytokinergic IgE Action in Mast Cell Activation,jour.1045166,Frontiers in Immunology
37613,2011,52,pub.1016164224,21093-21098,article,108,Neuronal differentiation by TAp73 is mediated by microRNA-34a regulation of synaptic protein targets,jour.1082971,Proceedings of the National Academy of Sciences
37618,2011,12,pub.1020964754,e28879,article,6,A Viral Discovery Methodology for Clinical Biopsy Samples Utilising Massively Parallel Next Generation Sequencing,jour.1037553,PLoS ONE
37632,2011,24,pub.1026355121,13448-13452,article,85,Target Cell-Mediated Editing of HIV-1 cDNA by APOBEC3 Proteins in Human Macrophages,jour.1008072,Journal of Virology
37699,2011,1,pub.1019625989,36-37,article,1245,TRPV1 and TRPA1 channels in inflammatory pain: elucidating mechanisms,jour.1002487,Annals of the New York Academy of Sciences
37744,2011,7376,pub.1017006698,201-208,article,480,New gene functions in megakaryopoiesis and platelet formation,jour.1018957,Nature
37786,2011,6,pub.1030353161,691-702,article,122,"p62 positive, TDP-43 negative, neuronal cytoplasmic and intranuclear inclusions in the cerebellum and hippocampus define the pathology of C9orf72-linked FTLD and MND/ALS",jour.1019073,Acta Neuropathologica
37808,2011,1,pub.1028478686,12,article,6,Tyrosine Phosphorylation of Tau by the Src Family Kinases Lck and Fyn,jour.1036533,Molecular Neurodegeneration
37855,2011,1,pub.1045369206,1-25,article,1242,Advances in bipolar disorder: selected sessions from the 2011 International Conference on Bipolar Disorder,jour.1002487,Annals of the New York Academy of Sciences
37881,2011,1,pub.1004777032,7,article,11,High-throughput clone library analysis of the mucosa-associated microbiota reveals dysbiosis and differences between inflamed and non-inflamed regions of the intestine in inflammatory bowel disease,jour.1024253,BMC Microbiology
37883,2011,Suppl 2,pub.1052816303,i12,article,9,IL-10 secreting regulatory B cells are potent arbiters of autoimmunity in both mouse and man,jour.1032886,Journal of Translational Medicine
37940,2011,6,pub.1047761601,922-930,article,10,Vaccination‐induced changes in human B‐cell repertoire and pneumococcal IgM and IgA antibody at different ages,jour.1030078,Aging Cell
37994,2011,1,pub.1052534395,71,article,13,Impact of an abdominal belt on breathing patterns and scan efficiency in whole-heart coronary magnetic resonance angiography: comparison between the UK and Japan,jour.1030439,Critical Reviews in Computed Tomography
37996,2011,6,pub.1016149426,404-412,article,12,Neurogenic Detrusor Overactivity in Patients With Spinal Cord Injury: Evaluation and Management,jour.1022078,Current Urology Reports
38042,2011,1,pub.1018863084,117,article,11,Expression of recombinant multi-coloured fluorescent antibodies in gor-/trxB-E. colicytoplasm,jour.1028420,BMC Biotechnology
38103,2011,12,pub.1026879554,4902-4911,article,79,Candida albicans Cell Wall Glycosylation May Be Indirectly Required for Activation of Epithelial Cell Proinflammatory Responses,jour.1013611,Infection and Immunity
38108,2011,1,pub.1010724603,509,article,11,Biomarker analysis of cetuximab plus oxaliplatin/leucovorin/5-fluorouracil in first-line metastatic gastric and oesophago-gastric junction cancer: results from a phase II trial of the Arbeitsgemeinschaft Internistische Onkologie (AIO),jour.1024632,BMC Cancer
38172,2011,21,pub.1000657361,11502-11519,article,85,Polyclonal B Cell Responses to Conserved Neutralization Epitopes in a Subset of HIV-1-Infected Individuals,jour.1008072,Journal of Virology
38179,2011,11,pub.1000777076,3501-3508,article,26,Acute kidney injury in patients admitted to a liver intensive therapy unit with paracetamol-induced hepatotoxicity,jour.1016325,"Nephrology,Dialysis and Transplantation"
38210,2011,11,pub.1059310215,1873-1887,article,20,Purmorphamine Increases DARPP-32 Differentiation in Human Striatal Neural Stem Cells Through the Hedgehog Pathway,jour.1297511,Stem Cells and Development
38247,2011,6,pub.1013394723,809-822,article,6,The role of neuregulin-1 in the response to nerve injury,jour.1037132,Future Neurology
38266,2011,46,pub.1006557962,4666-4677,article,30,Integrative mRNA profiling comparing cultured primary cells with clinical samples reveals PLK1 and C20orf20 as therapeutic targets in cutaneous squamous cell carcinoma,jour.1097543,Oncogene
38284,2011,8,pub.1048894660,1530-1543,article,25,"Meta-analysis of MTHFR gene variants in schizophrenia, bipolar disorder and unipolar depressive disorder: Evidence for a common genetic vulnerability?",jour.1097694,Brain Behavior and Immunity
38341,2011,9,pub.1016154105,643-649,article,25,Comparative evaluation of scatter correction in 3D PET using different scatter-level approximations,jour.1099601,Annals of Nuclear Medicine
38358,2011,10,pub.1054933708,1377-1388,article,14,"Evidence for involvement of the insula in the psychotropic effects of THC in humans: a double-blind, randomized pharmacological MRI study",jour.1119470,The International Journal of Neuropsychopharmacology
38361,2011,,pub.1095220122,53-62,proceeding,,Symbolic Search-Based Testing,,
38391,2011,3,pub.1011027358,151-159,article,37,Discovery of low-affinity preproinsulin epitopes and detection of autoreactive CD8 T-cells using combinatorial MHC multimers,jour.1098683,Journal of Autoimmunity
38398,2011,10,pub.1034110912,e26457,article,6,The Nature and Perception of Fluctuations in Human Musical Rhythms,jour.1037553,PLoS ONE
38402,2011,20,pub.1059028929,6597-613,article,56,Fast generation of 4D PET-MR data from real dynamic MR acquisitions.,jour.1018310,Physics in Medicine and Biology
38421,2011,41,pub.1032031090,36020-36031,article,286,The Inhibitory Effect of Phospholemman on the Sodium Pump Requires Its Palmitoylation,jour.1077138,Journal of Biological Chemistry
38442,2011,s3,pub.1078458738,395-405,article,26,Combinatorial Markers of Mild Cognitive Impairment Conversion to Alzheimer's Disease - Cytokines and MRI Measures Together Predict Disease Progression,jour.1119070,Journal of Alzheimer's Disease
38477,2011,4,pub.1045347732,1008-1018,article,66,Highly efficient whole‐heart imaging using radial phase encoding‐phase ordering with automatic window selection,jour.1095465,Magnetic Resonance in Medicine
38487,2011,4,pub.1040293474,485-490,article,51,"The p38 mitogen-activated protein kinase pathway—A potential target for intervention in infarction, hypertrophy, and heart failure",jour.1014308,Journal of Molecular and Cellular Cardiology
38524,2011,10,pub.1023790725,3505-3518,article,25,Intravenous administration of AAV2/9 to the fetal and neonatal mouse leads to differential targeting of CNS cell types and extensive transduction of the nervous system,jour.1017429,The FASEB Journal
38542,2011,10,pub.1033200063,1759-1768,article,19,Insulin-producing Surrogate β-cells From Embryonic Stem Cells: Are We There Yet?,jour.1021346,Molecular Therapy
38545,2011,5,pub.1061432423,82-88,article,18,Power-efficient downlink transmission in multicell networks with limited wireless backhaul,jour.1320074,IEEE wireless communications
38556,2011,10,pub.1014935958,1400-1413,article,41,Harnessing engineered antibodies of the IgE class to combat malignancy: initial assessment of FcɛRI‐mediated basophil activation by a tumour‐specific IgE antibody to evaluate the risk of type I hypersensitivity,jour.1014810,Clinical & Experimental Allergy
38612,2011,10,pub.1049856998,603-612,article,12,"In search of biomarkers for autism: scientific, social and ethical challenges",jour.1023608,Nature Reviews Neuroscience
38621,2011,4,pub.1027073607,784-795,article,60,Contemporary Management of Lower Urinary Tract Disease With Botulinum Toxin A: A Systematic Review of Botox (OnabotulinumtoxinA) and Dysport (AbobotulinumtoxinA),jour.1084523,European Urology
38676,2011,1,pub.1034559242,134-146,article,107,Efficient probabilistic model personalization integrating uncertainty on data and parameters: Application to Eikonal-Diffusion models in cardiac electrophysiology,jour.1018321,Progress in Biophysics and Molecular Biology
38682,2011,10,pub.1053798890,2047-2056,article,41,Co-occurrence of anxiety and depression amongst older adults in low- and middle-income countries: findings from the 10/66 study,jour.1054214,Psychological Medicine
38703,2011,10,pub.1019466834,1780-1792,article,19,Perturbing PSD-95 Interactions With NR2B-subtype Receptors Attenuates Spinal Nociceptive Plasticity and Neuropathic Pain,jour.1021346,Molecular Therapy
38715,2011,5,pub.1036385725,r149,article,13,Binding immunoglobulin protein resolves rheumatoid synovitis: a xenogeneic study using rheumatoid arthritis synovial membrane transplants in SCID mice,jour.1297499,Arthritis Research & Therapy
38738,2011,11,pub.1042717824,3013-3018,article,93,Modeling and in situ identification of material parameters for layered structures based on carbon nanotube arrays,jour.1048005,Composite Structures
38755,2011,9,pub.1035478589,e25212,article,6,Global Inhibition of Reactive Oxygen Species (ROS) Inhibits Paclitaxel-Induced Painful Peripheral Neuropathy,jour.1037553,PLoS ONE
38761,2011,1,pub.1024164938,012022,article,317,A comparative investigation of scatter correction in 3D PET,jour.1043366,Journal of Physics Conference Series
38852,2011,13,pub.1024779655,2033-2041,article,47,"Gamma-glutamyltransferase and risk of cancer in a cohort of 545,460 persons – the Swedish AMORIS study",jour.1294974,European Journal of Cancer
38919,2011,7362,pub.1040072135,54-60,article,477,Human metabolic individuality in biomedical and pharmaceutical research,jour.1018957,Nature
39002,2011,3,pub.1023438402,205,article,7,"2,4-Dinitrophenol (DNP): A Weight Loss Agent with Significant Acute Toxicity and Risk of Death",jour.1037516,Journal of Medical Toxicology
39017,2011,5,pub.1033169325,843-850,article,43,Cross-Regulation between an Alternative Splicing Activator and a Transcription Repressor Controls Neurogenesis,jour.1117828,Molecular Cell
39026,2011,9,pub.1012688305,3267-3276,article,7,"Development and optimization of a dual-photoinitiator, emulsion-based technique for rapid generation of cell-laden hydrogel microspheres",jour.1034525,Acta Biomaterialia
39064,2011,9,pub.1040758874,1767-1775,article,208,A retinoic acid–dependent checkpoint in the development of CD4+ T cell–mediated immunity,jour.1077126,Journal of Experimental Medicine
39106,2011,3,pub.1009713563,8,article,20,PrIMe: A methodology for developing provenance-aware applications,jour.1141059,ACM Transactions on Software Engineering and Methodology
39143,2011,8,pub.1029859273,778-785,article,12,The transcription factor NR4A1 (Nur77) controls bone marrow differentiation and the survival of Ly6C− monocytes,jour.1022778,Nature Immunology
39145,2011,4,pub.1038561445,353-360,article,24,"PDE4-inhibitors: A novel, targeted therapy for obstructive airways disease",jour.1313755,Pulmonary Pharmacology & Therapeutics
39196,2011,8,pub.1010194376,1610-1620,article,11,The Potency of Allospecific Tregs Cells Appears to Correlate With T Cell Receptor Functional Avidity,jour.1025004,American Journal of Transplantation
39210,2011,4,pub.1048375602,409-415,article,34,Review article: faecal transplantation therapy for gastrointestinal disease,jour.1097143,Alimentary Pharmacology & Therapeutics
39243,2011,8,pub.1020042956,797-810,article,6,Advances in tau-based drug discovery,jour.1038159,Expert Opinion on Drug Discovery
39254,2011,9792,pub.1016211285,704-712,article,378,In search of new therapeutic targets and strategies for heart failure: recent advances in basic science,jour.1077219,The Lancet
39276,2011,5,pub.1043899326,498-503,article,62,"Fructan content of commonly consumed wheat, rye and gluten-free breads",jour.1112058,International Journal of Food Sciences and Nutrition
39291,2011,4,pub.1024957834,195-201,article,21,Polymorphic variation at the serotonin 1-A receptor gene is associated with comorbid depression and generalized anxiety,jour.1101273,Psychiatric Genetics
39293,2011,8,pub.1008996818,495-506,article,32,Novel bronchodilators for the treatment of chronic obstructive pulmonary disease,jour.1089772,Trends in Pharmacological Sciences
39298,2011,16,pub.1004366808,2927-2937,article,278,"Tyrosine phosphorylation of tau regulates its interactions with Fyn SH2 domains, but not SH3 domains, altering the cellular localization of tau",jour.1297407,The FEBS Journal
39301,2011,11,pub.1040409236,1731-1744,article,12,Pharmacotherapy and management strategies for coeliac disease,jour.1021879,Expert Opinion on Pharmacotherapy
39303,2011,4,pub.1053288483,551-564,article,15,Hierarchical adaptive local affine registration for fast and robust respiratory motion estimation,jour.1117349,Medical Image Analysis
39312,2011,2,pub.1040756381,661-672,article,179,miR-21 and miR-214 Are Consistently Modulated during Renal Injury in Rodent Models,jour.1017016,American Journal Of Pathology
39329,2011,8,pub.1041967517,761-767,article,43,Interaction between ERAP1 and HLA-B27 in ankylosing spondylitis implicates peptide handling in the mechanism for HLA-B27 in disease susceptibility,jour.1103138,Nature Genetics
39330,2011,4,pub.1034535692,710-718,article,31,Trafficking of CAR-Engineered Human T Cells Following Regional or Systemic Adoptive Transfer in SCID Beige Mice,jour.1092207,Journal of Clinical Immunology
39361,2011,13,pub.1059028754,3953-65,article,56,"Extension of a data-driven gating technique to 3D, whole body PET studies.",jour.1018310,Physics in Medicine and Biology
39383,2011,1,pub.1067828541,92-102,article,128,New Insights About Infant and Toddler Skin: Implications for Sun Protection,jour.1017874,Pediatrics
39384,2011,7,pub.1015325479,675-690,article,68,Structural Neuroimaging Studies in Major Depressive Disorder: Meta-analysis and Comparison With Bipolar Disorder,jour.1312353,JAMA Psychiatry
39391,2011,7,pub.1023723073,609,article,66,Nocturnal asthma monitoring by chest wall electromyography,jour.1019594,Thorax
39399,2011,7,pub.1014748569,602,article,66,Neural respiratory drive as a physiological biomarker to monitor change during acute exacerbations of COPD,jour.1019594,Thorax
39441,2011,1,pub.1052084459,211-219,article,34,New respiratory gating technique for whole heart cine imaging: Integration of a navigator slice in steady state free precession sequences,jour.1101214,Journal of Magnetic Resonance Imaging
39496,2011,7,pub.1045231997,738-750,article,16,Antidepressants increase human hippocampal neurogenesis by activating the glucocorticoid receptor,jour.1115540,Molecular Psychiatry
39534,2011,4,pub.1003314277,511-519,article,106,Remote intermittent ischemia before coronary artery bypass graft surgery: a strategy to reduce injury and inflammation?,jour.1016443,Basic Research in Cardiology
39561,2011,1-2,pub.1025691797,112-120,article,132,"Melancholic, atypical and anxious depression subtypes and outcome of treatment with escitalopram and nortriptyline",jour.1089762,Journal of Affective Disorders
39634,2011,7,pub.1022575366,893-903,article,63,Design of clinically useful macromolecular iron chelators,jour.1358106,Journal of Pharmacy and Pharmacology
39659,2011,18,pub.1004417129,2598-2607,article,29,"Clinical End Points and Response Criteria in Mycosis Fungoides and Sézary Syndrome: A Consensus Statement of the International Society for Cutaneous Lymphomas, the United States Cutaneous Lymphoma Consortium, and the Cutaneous Lymphoma Task Force of the European Organisation for Research and Treatment of Cancer",jour.1312191,Journal of Clinical Oncology
39667,2011,6,pub.1055225925,540-6,article,6,A brain-permeable small molecule reduces neuronal cholesterol by inhibiting activity of sirtuin 2 deacetylase.,jour.1037414,ACS Chemical Biology
39686,2011,3,pub.1044893923,349-364,article,1,euHeart: personalized and integrated cardiac care using patient-specific cardiovascular modelling,jour.1043572,Interface Focus
39766,2011,7,pub.1024099191,1012-1022,article,145,Life at the Leading Edge,jour.1019114,Cell
39773,2011,6,pub.1046803995,806-816,article,6,"A simple, versatile and efficient method to genetically modify human monocyte-derived dendritic cells with HIV-1–derived lentiviral vectors",jour.1037502,Nature Protocols
39806,2011,7351,pub.1030400360,380-384,article,474,Transcriptomic analysis of autistic brain reveals convergent molecular pathology,jour.1018957,Nature
39814,2011,4,pub.1045976088,330-335,article,42,Structured illumination microscopy of autofluorescent aggregations in human tissue,jour.1358080,Micron
39844,2011,3,pub.1061692615,551-563,article,16,A Kalman Filter-Integrated Optical Flow Method for Velocity Sensing of Mobile Robots,jour.1033318,IEEE/ASME Transactions on Mechatronics
39845,2011,,pub.1094376907,1-5,proceeding,,Optimal Sensing and Power Allocation Strategy for an Efficient Cognitive Radio System,,
39863,2011,6,pub.1015510006,701-714,article,6,Faster generation of hiPSCs by coupling high-titer lentivirus and column-based positive selection,jour.1037502,Nature Protocols
39866,2011,6,pub.1032683516,349-361,article,12,"Transcriptional mechanisms regulating skeletal muscle differentiation, growth and homeostasis",jour.1023609,Nature Reviews Molecular Cell Biology
39867,2011,3,pub.1061432396,22-30,article,18,Enhanced intercell interference coordination challenges in heterogeneous networks,jour.1320074,IEEE wireless communications
39894,2011,9,pub.1037454435,1121-1132,article,71,Role of Spleen Tyrosine Kinase Inhibitors in the Management of Rheumatoid Arthritis,jour.1084788,Drugs
39970,2011,2,pub.1019820735,171-187,article,167,Tactile sensing for dexterous in-hand manipulation in robotics—A review,jour.1030494,Sensors and Actuators A Physical
39981,2011,3,pub.1026667100,199-201,article,5,Dissecting the Finnish male uniformity: The value of additional Y-STR loci,jour.1039060,Forensic Science International Genetics
39993,2011,3,pub.1013672790,232-242,article,4,Comparative Lipidomics Profiling of Human Atherosclerotic Plaques,jour.1040791,Circulation Genomic and Precision Medicine
40015,2011,83,pub.1025846169,83ra42-83ra42,article,3,Human Regulatory T Cells with Alloantigen Specificity Are More Potent Inhibitors of Alloimmune Skin Graft Damage than Polyclonal Regulatory T Cells,jour.1041454,Science Translational Medicine
40021,2011,10,pub.1044370066,2373-2381,article,128,Evaluation of prediagnostic prostate‐specific antigen dynamics as predictors of death from prostate cancer in patients treated conservatively,jour.1358156,International Journal of Cancer
40023,2011,10,pub.1041808584,2037-2047,article,20,The Batten disease gene CLN3 is required for the response to oxidative stress,jour.1102504,Human Molecular Genetics
40031,2011,18,pub.1013574677,7523-7528,article,108,Targeting of mannan-binding lectin-associated serine protease-2 confers protection from myocardial and gastrointestinal ischemia/reperfusion injury,jour.1082971,Proceedings of the National Academy of Sciences
40062,2011,5,pub.1045757456,533-543,article,129,Transcriptional control of the human glucocorticoid receptor: identification and analysis of alternative promoter regions,jour.1085982,Human Genetics
40088,2011,6,pub.1051317156,1049-1055,article,26,Etiology and pathogenesis of Parkinson's disease,jour.1096585,Movement Disorders
40120,2011,2,pub.1023402571,215-231,article,70,The differential effects of EPA and DHA on cardiovascular risk factors,jour.1082976,Proceedings of The Nutrition Society
40176,2011,3,pub.1035319884,385-396,article,106,Evidence for an intracellular localization of the adenosine A2B receptor in rat cardiomyocytes,jour.1016443,Basic Research in Cardiology
40214,2011,9-10,pub.1034097929,1121-1127,article,48,"Expression of complement components, receptors and regulators by human dendritic cells",jour.1089606,Molecular Immunology
40232,2011,5,pub.1026696793,1127-1135,article,54,Co-transplantation of mesenchymal stem cells maintains islet organisation and morphology in mice,jour.1001482,Diabetologia
40241,2011,5,pub.1047835195,571-576,article,18,Conformational changes in IgE contribute to its uniquely slow dissociation rate from receptor FcɛRI,jour.1295033,Nature Structural & Molecular Biology
40242,2011,5,pub.1044022105,429-435,article,43,"Common variants at ABCA7, MS4A6A/MS4A4E, EPHA1, CD33 and CD2AP are associated with Alzheimer's disease",jour.1103138,Nature Genetics
40248,2011,3,pub.1027641350,528-537,article,117,Combination of neurofilament heavy chain and complement C3 as CSF biomarkers for ALS,jour.1077197,Journal of Neurochemistry
40255,2011,5,pub.1021793999,1308-1322,article,226,Gene profiling reveals hydrogen sulphide recruits death signaling via the N‐methyl‐D‐aspartate receptor identifying commonalities with excitotoxicity,jour.1005966,Journal of Cellular Physiology
40275,2011,16,pub.1056079979,8369-8375,article,115,Characterization of Latent Heat-Releasing Phase Change Materials for Dermal Therapies,jour.1038386,The Journal of Physical Chemistry C
40277,2011,17,pub.1028657185,4511-4518,article,117,Monocytes control natural killer cell differentiation to effector phenotypes,jour.1085025,Blood
40298,2011,16,pub.1034704896,6609-6614,article,108,PDGFRα-positive cells in bone marrow are mobilized by high mobility group box 1 (HMGB1) to regenerate injured epithelia,jour.1082971,Proceedings of the National Academy of Sciences
40320,2011,7,pub.1059029125,n99-114,article,56,A computationally efficient OMP-based compressed sensing reconstruction for dynamic MRI.,jour.1018310,Physics in Medicine and Biology
40348,2011,7,pub.1002355289,3546-3556,article,85,Multiple Interactions between the ESCRT Machinery and Arrestin-Related Proteins: Implications for PPXY-Dependent Budding,jour.1008072,Journal of Virology
40375,2011,4,pub.1046489828,251,article,48,Rapid identification of mutations in GJC2 in primary lymphoedema using whole exome sequencing combined with linkage analysis with delineation of the phenotype,jour.1077104,Journal of Medical Genetics
40376,2011,Pt 4,pub.1032555428,355-367,article,67,REFMAC5 for the refinement of macromolecular crystal structures,jour.1053070,"Acta Crystallographica Section D, Structural Biology"
40448,2011,2,pub.1018949348,93-104,article,45,Calcitonin gene-related peptide (CGRP) and its role in hypertension,jour.1092331,Neuropeptides
40468,2011,4,pub.1008996133,1021-1035,article,65,Correction of main and transmit magnetic field (B0 and B1) inhomogeneity effects in multicomponent‐driven equilibrium single‐pulse observation of T1 and T2,jour.1095465,Magnetic Resonance in Medicine
40475,2011,4,pub.1040486700,452-458,article,14,Characterizing the RNA targets and position-dependent splicing regulation by TDP-43,jour.1118362,Nature Neuroscience
40506,2011,3,pub.1037820750,285-290,article,156,Mutational analysis reveals the FUS homolog TAF15 as a candidate gene for familial amyotrophic lateral sclerosis,jour.1034750,American Journal of Medical Genetics Part B Neuropsychiatric Genetics
40507,2011,1,pub.1029614782,103-107,article,407,Crystallizing nanoparticles derived from vascular smooth muscle cells contain the calcification inhibitor osteoprotegerin,jour.1312044,Biochemical and Biophysical Research Communications
40532,2011,3-4,pub.1043048967,175-184,article,49,A metabolomic comparison of mouse models of the Neuronal Ceroid Lipofuscinoses,jour.1101518,Journal of Biomolecular NMR
40542,2011,7,pub.1015219895,739-747,article,33,Review article: the design of clinical trials in hepatic encephalopathy – an International Society for Hepatic Encephalopathy and Nitrogen Metabolism (ISHEN) consensus statement,jour.1097143,Alimentary Pharmacology & Therapeutics
40568,2011,9-10,pub.1053734555,718-724,article,412,"Autoantibodies to GP2, the major zymogen granule membrane glycoprotein, are new markers in Crohn's disease",jour.1055382,Clinica Chimica Acta
40583,2011,5,pub.1011417119,1114-1125,article,36,Prenatal Exposure to Nicotine Impairs Performance of the 5-Choice Serial Reaction Time Task in Adult Rats,jour.1099176,Neuropsychopharmacology
